"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
"22",-2.2093,-4.5253,-0.6323,-6.9149,-2.9492,-3.6466,-1.3711,3.2262,-2.7111,5.471,10.0666,-1.1225,-1.7168,2.4593,3.6498,-1.7527,-0.0703999999999999,-3.7528,2.3109,-3.0961,-4.3713,2.2961,-8.0073,0.166100000000000,-4.237,-2.3599,-5.2851,-5.1546,0.6005,6.2638,1.5622,-5.0036,-4.1587,-2.0316,-4.7879,-0.2609,3.1419,-4.9462,-3.8635,-6.7051,0.2159,5.5026,1.7464,4.1026,-1.7217,-1.8863,2.8035,-0.6153,-0.5849,-0.8064,-1.1624,1.7349,-3.9091,6.2817,2.9022,-5.4194,2.759,-2.8187,-1.3655,1.0432,0.6705,-1.7152,-2.053,1.7527,3.8424,6.6884,0.425,3.5794,4.18,-0.4264,-3.5226,-1.013,5.5651,0.8447,0.6363,4.4812,9.4921,4.0569,1.469,-1.27,-0.8947,-1.2636,7.2408,1.9644,-3.4781,-2.4804,2.7773,-0.7837,0.8072,-3.0774,5.9497,-7.082,0.8582,3.6728,-5.4174,-3.8874,2.6657,-1.8977,5.8517,-0.5778,-0.8047,-1.0682,2.6132,-2.0697,4.2902,6.6157,-4.9211,-0.4911,10.172,2.3275,-5.7246,-5.7831,-2.562,0.908
"23",-3.4375,-4.6385,-0.5712,-5.2703,-2.8038,-3.7481,-2.5389,3.4892,-2.8261,5.2037,10.3634,-1.8732,-1.6083,2.6949,2.6286,-1.3148,0.5297,-2.6453,2.9423,-3.1162,-3.7951,2.077,-7.0071,-0.1997,-4.6316,-2.5308,-4.6164,-5.3994,-0.0124000000000000,5.6593,1.3066,-4.2143,-3.6638,-2.357,-3.9351,-0.5209,4.3567,-3.5045,-4.6472,-7.0267,1.0293,6.0104,1.6571,4.6465,-1.765,-1.7216,2.3632,-0.7476,-0.4106,-0.9076,-1.6872,1.8717,-2.3412,6.5927,2.9961,-5.5124,0.261500000000001,-3.1516,-1.0838,-0.2998,1.5021,-1.7919,-0.7798,2.0029,4.496,6.5093,1.0111,5.0597,5.1603,-0.3302,-2.9667,-0.8405,5.7431,0.3121,0.0139000000000000,4.522,7.5951,3.7155,0.6669,-1.8414,-0.5194,-0.3217,7.691,4.2314,-3.8741,-0.8616,2.1411,-0.4948,0.8695,-2.9952,5.0099,-7.8828,1.1188,3.1088,-3.7634,-3.7196,2.0294,-0.377,5.3709,-2.3976,1.0941,-0.4766,2.1917,-2.4854,2.8053,7.0585,-4.8824,-0.9932,9.6948,2.5902,-4.4878,-6.2802,-2.2123,0.647
"24",-4.6641,-4.6935,-0.5955,-3.7584,-2.577,-3.9364,-3.7363,3.9236,-2.5392,5.0399,10.4733,-2.5993,-1.4723,2.7092,1.4681,-0.8417,1.2136,-1.4673,3.3569,-2.9256,-3.0034,1.9606,-5.4424,-0.5419,-4.9119,-2.5496,-3.5941,-5.4969,-0.3749,4.747,1.0906,-3.254,-3.0877,-2.5415,-2.8335,-0.5022,5.3533,-1.9868,-5.3013,-6.9994,1.667,6.3417,1.1442,4.9162,-1.609,-1.4416,1.6951,-0.9865,-0.051,-0.9095,-2.0306,1.9944,-0.7046,6.8243,3.221,-5.7492,-2.145,-3.3216,-0.6103,-1.4743,2.3557,-2.0078,0.4581,1.9421,4.6975,6.0476,1.3938,6.2848,5.7769,-0.2624,-2.4937,-0.7894,5.6704,-0.114800000000000,-0.6462,4.4066,4.9568,3.1216,-0.272600000000001,-2.3761,-0.2322,0.6696,7.695,6.1435,-4.0847,0.6874,1.3422,-0.2732,0.8687,-2.5577,3.7145,-8.339,1.4086,2.5656,-1.848,-3.6265,1.3585,0.8327,4.7128,-3.8837,2.893,0.3924,1.7948,-2.754,1.3771,7.1182,-4.6193,-1.5272,8.9734,2.5703,-3.111,-6.5824,-1.9481,0.2505
"25",-5.7172,-4.6903,-0.7123,-2.5159,-2.3489,-4.1513,-4.8241,4.4591,-1.853,4.9875,10.4509,-3.2377,-1.3003,2.5252,0.2852,-0.3606,1.9235,-0.336700000000000,3.5441,-2.5652,-2.0404,1.9069,-3.4802,-0.8201,-5.0296,-2.48,-2.3486,-5.3433,-0.4907,3.6136,0.933,-2.2266,-2.5214,-2.5516,-1.5664,-0.2009,6.0219,-0.4854,-5.7869,-6.648,2.1163,6.4776,0.2743,4.907,-1.2855,-1.1307,0.8751,-1.2861,0.406,-0.8233,-2.1943,2.0764,0.8705,6.9403,3.5328,-6.1043,-4.235,-3.3329,-0.0211999999999994,-2.3259,3.128,-2.2789,1.5454,1.5998,4.5219,5.3766,1.5668,7.1304,5.9647,-0.2913,-2.0832,-0.8566,5.3467,-0.427199999999999,-1.2395,4.1676,1.7439,2.3,-1.1873,-2.7823,-0.0713999999999997,1.6129,7.2924,7.5024,-4.0439,1.9755,0.4585,-0.1772,0.7979,-1.8212,2.1784,-8.406,1.7748,2.031,0.173500000000000,-3.6474,0.7136,1.6143,3.9364,-4.7896,4.3093,1.4557,1.4019,-2.8331,0.146,6.7614,-4.0911,-1.9744,8.0795,2.2082,-1.732,-6.7206,-1.7925,-0.2666
"26",-6.4541,-4.6146,-0.934,-1.6114,-2.1643,-4.3206,-5.6399,4.9881,-0.8113,5.0419,10.3409,-3.7191,-1.1174,2.1706,-0.8249,0.1155,2.5907,0.625599999999999,3.5241,-2.1031,-0.9521,1.839,-1.3358,-0.9854,-4.9547,-2.3902,-1.0102,-4.8847,-0.369,2.3814,0.8447,-1.2328,-2.0339,-2.3812,-0.252900000000000,0.3193,6.3231,0.8998,-6.1038,-6.0445,2.3913,6.4187,-0.8459,4.6758,-0.8732,-0.8914,0.0161000000000002,-1.5936,0.846,-0.6751,-2.2178,2.1228,2.2763,6.8868,3.8744,-6.5141,-5.8506,-3.1963,0.5858,-2.7418,3.7342,-2.5111,2.3784,1.0323,4.0723,4.563,1.5575,7.4999,5.715,-0.4631,-1.7178,-1.0081,4.7946,-0.6195,-1.6761,3.8457,-1.7856,1.2888,-1.914,-2.9806,-0.0471999999999997,2.4133,6.5546,8.1574,-3.7173,2.8299,-0.4319,-0.219400000000000,0.650099999999999,-0.8727,0.5322,-8.0896,2.2497,1.5024,2.1517,-3.7791,0.1427,1.8909,3.1062,-4.9573,5.2231,2.6018,1.0031,-2.696,-0.7903,6.0015,-3.2941,-2.2327,7.1039,1.5109,-0.4675,-6.7443,-1.762,-0.8516
"27",-6.7932,-4.4515,-1.2694,-1.0495,-2.026,-4.3902,-6.0403,5.3944,0.4979,5.1905,10.1671,-3.9771,-0.9753,1.6851,-1.7785,0.5826,3.1529,1.31010000000000,3.3336,-1.6192,0.2161,1.6784,0.7534,-1.001,-4.685,-2.331,0.3132,-4.1314,-0.0286000000000000,1.1863,0.811,-0.3444,-1.669,-2.0515,0.9911,0.9453,6.2788,2.0761,-6.2776,-5.296,2.5341,6.1835,-2.0872,4.3368,-0.4791,-0.8155,-0.7553,-1.8565,1.1503,-0.5052,-2.158,2.1738,3.414,6.6083,4.1858,-6.9146,-6.9159,-2.9383,1.1196,-2.6827,4.136,-2.6198,2.8857,0.3227,3.4639,3.6628,1.4131,7.3439,5.0692,-0.7987,-1.3983,-1.1854,4.0591,-0.690199999999999,-1.8949,3.4896,-5.3067,0.156900000000000,-2.3191,-2.9244,-0.141300000000000,2.9889,5.5668,8.0285,-3.1091,3.1254,-1.2634,-0.3576,0.4249,0.177400000000000,-1.0889,-7.4403,2.8318,1.0018,3.951,-3.9767,-0.3207,1.6264,2.2849,-4.3453,5.6622,3.7059,0.6121,-2.3358,-1.3878,4.9065,-2.2674,-2.2337,6.1364,0.5413,0.5987,-6.7015,-1.8628,-1.4225
"28",-6.7258,-4.1956,-1.7079,-0.7928,-1.9229,-4.334,-5.9337,5.5907,1.9451,5.4135,9.9373,-3.9643,-0.9392,1.1227,-2.4998,1.0406,3.5668,1.6411,3.0124,-1.1881,1.4125,1.3847,2.5558,-0.8571,-4.2553,-2.3216,1.5482,-3.1427,0.4952,0.154200000000000,0.8051,0.406,-1.4583,-1.6024,2.0782,1.542,5.9409,2.9725,-6.3381,-4.5148,2.6075,5.8004,-3.3115,4.0364,-0.2044,-0.9542,-1.3337,-2.0347,1.223,-0.36,-2.0666,2.2916,4.1769,6.0622,4.4096,-7.2633,-7.4277,-2.5993,1.5128,-2.1822,4.3515,-2.5531,3.0407,-0.4153,2.8165,2.7269,1.1835,6.6725,4.1044,-1.2884,-1.1488,-1.3254,3.1995,-0.6495,-1.8786,3.1577,-8.4658,-0.9883,-2.3191,-2.6128,-0.315700000000000,3.282,4.4156,7.1219,-2.2666,2.8051,-1.988,-0.5111,0.1422,1.2105,-2.5484,-6.5384,3.4718,0.5748,5.4498,-4.175,-0.6514,0.8264,1.5286,-3.0268,5.7247,4.6427,0.2749,-1.7643,-1.6509,3.59,-1.0895,-1.9489,5.2464,-0.604,1.4197,-6.6181,-2.0845,-1.886
"29",-6.3116,-3.8553,-2.2044,-0.7851,-1.8555,-4.1476,-5.2906,5.5379,3.3608,5.6743,9.6498,-3.6774,-1.0716,0.5443,-2.9298,1.4841,3.8229,1.5936,2.5919,-0.867,2.5689,0.9731,3.8806,-0.5775,-3.7434,-2.3498,2.6481,-2.0017,1.1461,-0.629,0.8083,1.0245,-1.4222,-1.0806,2.9552,1.9819,5.3699,3.5549,-6.3055,-3.7852,2.6798,5.2984,-4.3812,3.912,-0.112,-1.3007,-1.6601,-2.1193,1.0151,-0.2817,-1.9845,2.5323,4.4554,5.2293,4.4957,-7.54,-7.4352,-2.2318,1.7275,-1.3203,4.4441,-2.3024,2.8558,-1.0517,2.2423,1.8065,0.9146,5.5573,2.9175,-1.8844,-1.0058,-1.3786,2.2877,-0.5183,-1.6599,2.9107,-10.9287,-2.0152,-1.8867,-2.0905,-0.525300000000001,3.2702,3.1868,5.5382,-1.2796,1.8913,-2.573,-0.5852,-0.143100000000000,2.1154,-3.7146,-5.4734,4.0751,0.276100000000000,6.5411,-4.3186,-0.826,-0.4571,0.8819,-1.1639,5.5072,5.2997,0.0644,-1.0049,-1.6214,2.1888,0.133700000000000,-1.393,4.4778,-1.815,1.9838,-6.4879,-2.397,-2.1593
"30",-5.6597,-3.4505,-2.6781,-0.967,-1.8427,-3.8296,-4.1436,5.2318,4.5533,5.9129,9.2944,-3.1774,-1.4182,-0.000899999999999679,-3.0355,1.8945,3.9422,1.194,2.0899,-0.6925,3.6032,0.5041,4.6052,-0.216900000000000,-3.2678,-2.377,3.566,-0.7995,1.8517,-1.1391,0.8247,1.544,-1.5531,-0.5256,3.5935,2.1715,4.6429,3.8234,-6.1918,-3.1423,2.8,4.7031,-5.1654,4.0488,-0.215900000000000,-1.7828,-1.7301,-2.1371,0.5388,-0.2963,-1.937,2.9198,4.1662,4.1197,4.4085,-7.7283,-7.0233,-1.8915,1.7554,-0.194,4.5003,-1.8975,2.3656,-1.458,1.8321,0.9608,0.6512,4.1181,1.614,-2.5013,-0.9962,-1.3246,1.4059,-0.315000000000000,-1.3144,2.7982,-12.4329,-2.8039,-1.0579,-1.4339,-0.7289,2.9711,1.9687,3.4626,-0.2768,0.4847,-2.9966,-0.4965,-0.3456,2.8013,-4.4724,-4.3302,4.5234,0.151800000000000,7.1404,-4.3851,-0.8239,-2.1164,0.367,1.0332,5.0726,5.5954,0.0590999999999999,-0.0904,-1.3666,0.8429,1.2926,-0.6226,3.8559,-2.9849,2.3042,-6.277,-2.7555,-2.193
"31",-4.9,-3.0035,-3.0326,-1.28,-1.9195,-3.3758,-2.585,4.679,5.3457,6.0549,8.8478,-2.5887,-1.9963,-0.4885,-2.8195,2.2365,3.9554,0.5027,1.5116,-0.6793,4.4297,0.0501,4.695,0.1463,-2.9696,-2.3509,4.2403,0.3697,2.5315,-1.4184,0.8797,2.0034,-1.7998,0.0377999999999999,3.9735,2.0693,3.864,3.8016,-6.0085,-2.5835,2.9874,4.0325,-5.5492,4.4518,-0.4927,-2.2775,-1.5823,-2.1404,-0.1364,-0.4054,-1.9295,3.442,3.2965,2.7808,4.1308,-7.8066,-6.304,-1.6284,1.6167,1.0911,4.6061,-1.3973,1.6206,-1.5341,1.6488,0.2602,0.4454,2.4988,0.3008,-3.0255,-1.1204,-1.1728,0.6425,-0.0402000000000005,-0.9424,2.8496,-12.8298,-3.28,0.0633999999999999,-0.7364,-0.895,2.4332,0.8572,1.1405,0.5959,-1.2424,-3.2443,-0.1936,-0.3802,3.201,-4.7396,-3.1878,4.7082,0.225400000000000,7.2003,-4.3913,-0.6338,-3.9867,-0.022400,3.3439,4.4597,5.4908,0.3132,0.9364,-0.9695,-0.3188,2.2951,0.2728,3.3955,-4.0185,2.3989,-5.9427,-3.1047,-1.9832
"32",-4.151,-2.5257,-3.1779,-1.6622,-2.1266,-2.7903,-0.7577,3.8928,5.6214,6.0314,8.2798,-2.0682,-2.7781,-0.9149,-2.3255,2.4628,3.8795,-0.3993,0.8634,-0.8211,4.9681,-0.3354,4.1964,0.4286,-2.9722,-2.2189,4.6111,1.4219,3.102,-1.5577,1.0188,2.4217,-2.0728,0.5869,4.0761,1.6941,3.1533,3.5254,-5.7714,-2.0977,3.2376,3.2993,-5.448,5.0448,-0.8989,-2.6462,-1.2806,-2.1846,-0.8967,-0.59,-1.9367,4.0611,1.9366,1.3049,3.6629,-7.7493,-5.4114,-1.4777,1.3565,2.4236,4.8225,-0.8793,0.692,-1.2357,1.7321,-0.2139,0.3491,0.8454,-0.9145,-3.3404,-1.3472,-0.9547,0.0767,0.3182,-0.6452,3.0729,-12.1036,-3.4233,1.3138,-0.0951,-1.0056,1.7227,-0.0456000000000003,-1.1605,1.2093,-3.065,-3.3109,0.3296,-0.2012,3.2831,-4.4844,-2.1188,4.561,0.4899,6.7278,-4.3784,-0.2658,-5.8612,-0.3221,5.5619,3.7056,5.0008,0.8314,2.0206,-0.521700000000000,-1.1907,3.0853,1.185,3.0961,-4.8366,2.2752,-5.4491,-3.3892,-1.5616
"33",-3.494,-2.0101,-3.0488,-2.0403,-2.4934,-2.1102,1.1593,2.908,5.3452,5.7927,7.5723,-1.7588,-3.6779,-1.2808,-1.6407,2.522,3.7155,-1.4106,0.1765,-1.0958,5.1604,-0.629,3.2178,0.5658,-3.3317,-1.9364,4.6497,2.3084,3.4765,-1.6621,1.2979,2.786,-2.2797,1.0763,3.883,1.1159,2.6203,3.0403,-5.4991,-1.6929,3.5298,2.516,-4.8278,5.6889,-1.3807,-2.7835,-0.897,-2.3037,-1.6039,-0.8247,-1.9041,4.7316,0.2744,-0.178100000000000,3.0245,-7.5406,-4.4886,-1.4554,1.0327,3.6853,5.163,-0.4239,-0.318800000000000,-0.5909,2.1041,-0.3831,0.3915,-0.7162,-1.927,-3.357,-1.6259,-0.7093,-0.2324,0.7753,-0.5037,3.4552,-10.3672,-3.2588,2.5059,0.3944,-1.0555,0.9089,-0.6389,-3.1933,1.482,-4.74,-3.2051,1.025,0.1746,3.0654,-3.7313,-1.1851,4.0659,0.9069,5.7926,-4.3841,0.238,-7.521,-0.5854,7.505,2.8556,4.1979,1.5579,3.0983,-0.112100000000000,-1.7101,3.6472,2.0071,2.9339,-5.3785,1.9314,-4.7783,-3.5594,-0.9774
"34",-2.9645,-1.4394,-2.6128,-2.3173,-3.0181,-1.41,2.9669,1.7932,4.5596,5.3146,6.7334,-1.747,-4.5674,-1.5808,-0.884,2.3777,3.4633,-2.4115,-0.4836,-1.4708,4.9894,-0.8233,1.9025,0.5305,-4.0044,-1.4809,4.3695,3.0369,3.5689,-1.816,1.7626,3.0597,-2.3655,1.4299,3.3908,0.4279,2.3383,2.4037,-5.2019,-1.401,3.8288,1.7051,-3.7274,6.2095,-1.8753,-2.6512,-0.4914,-2.492,-2.1147,-1.0993,-1.7726,5.4036,-1.4443,-1.531,2.2612,-7.1865,-3.6643,-1.5695,0.696,4.7639,5.5873,-0.094,-1.2886,0.3053,2.7603,-0.1923,0.5558,-2.0964,-2.6448,-3.0339,-1.9045,-0.4719,-0.249300000000000,1.3411,-0.5704,3.9656,-7.8438,-2.845,3.4743,0.646,-1.051,0.0660999999999999,-0.8448,-4.7662,1.3989,-6.0464,-2.9414,1.7977,0.6702,2.6169,-2.5611,-0.430499999999999,3.2532,1.409,4.527,-4.4166,0.799,-8.7653,-0.8647,9.0269,1.9616,3.2127,2.3884,4.0964,0.1892,-1.8723,3.9963,2.6461,2.8558,-5.6089,1.3776,-3.9372,-3.5855,-0.2792
"35",-2.5584,-0.8017,-1.8768,-2.3776,-3.6568,-0.7733,4.4684,0.65,3.3676,4.6098,5.7966,-2.0444,-5.3122,-1.8111,-0.179900000000000,2.0279,3.1423,-3.2713,-1.0356,-1.9171,4.4923,-0.9101,0.408,0.3284,-4.8516,-0.8753,3.8169,3.6638,3.3078,-2.0674,2.4204,3.2061,-2.3294,1.5667,2.6311,-0.284,2.3292,1.6909,-4.8744,-1.2615,4.0831,0.9031,-2.2725,6.4308,-2.3148,-2.2904,-0.0955000000000004,-2.7049,-2.304,-1.4297,-1.5145,6.0193,-2.9682,-2.6554,1.4396,-6.7171,-3.0264,-1.8305,0.3718,5.5689,6.0194,0.0808,-2.0969,1.32,3.6455,0.3706,0.7784,-3.251,-3.0088,-2.3784,-2.1477,-0.2678,0.0318999999999998,2.0027,-0.8595,4.5576,-4.8355,-2.2645,4.1064,0.5904,-1.0045,-0.7256,-0.6316,-5.7652,1.0169,-6.8261,-2.5309,2.5291,1.1746,2.0442,-1.1025,0.120600000000000,2.1906,1.9086,3.1084,-4.4452,1.3196,-9.445,-1.1901,10.0262,1.08400000000000,2.209,3.197,4.9436,0.3481,-1.7414,4.161,3.0253,2.7831,-5.5247,0.6556,-2.9593,-3.4649,0.4937
"36",-2.2487,-0.1041,-0.8894,-2.1142,-4.3283,-0.2516,5.5045,-0.4048,1.92,3.7343,4.8064,-2.5939,-5.8098,-1.9763,0.3729,1.5054,2.7951,-3.8732,-1.4142,-2.4152,3.7554,-0.8769,-1.1088,-0.0192999999999999,-5.6793,-0.2063,3.0581,4.2622,2.666,-2.439,3.2288,3.2089,-2.2099,1.4398,1.6869,-0.9584,2.563,0.9976,-4.4988,-1.2946,4.2311,0.1592,-0.6647,6.209,-2.6385,-1.805,0.2935,-2.872,-2.0858,-1.8474,-1.1596,6.5172,-4.0847,-3.5205,0.6285,-6.1784,-2.6029,-2.255,0.0515999999999996,6.042,6.3791,0.1064,-2.6526,2.3197,4.6422,1.2584,0.9716,-4.1742,-3.0039,-1.4348,-2.3437,-0.111100000000000,0.5787,2.7021,-1.3408,5.1723,-1.6806,-1.6187,4.3487,0.1897,-0.9276,-1.3884,-0.0278999999999998,-6.1651,0.4518,-7.0117,-1.9802,3.1119,1.5834,1.4729,0.4723,0.4591,0.9768,2.3119,1.731,-4.4128,1.7069,-9.4888,-1.5595,10.4536,0.292400000000001,1.338,3.8684,5.5842,0.372,-1.4359,4.1709,3.0866,2.6261,-5.1573,-0.1546,-1.9023,-3.2209,1.3105
"37",-2.0011,0.6187,0.2596,-1.4729,-4.9193,0.1529,5.9891,-1.2647,0.4007,2.778,3.8055,-3.2908,-6.0118,-2.0967,0.7188,0.8612,2.4786,-4.1422,-1.5881,-2.9473,2.8935,-0.7164,-2.4981,-0.4915,-6.2902,0.3861,2.1748,4.8882,1.6818,-2.9512,4.096,3.0762,-2.0597,1.0614,0.6864,-1.5612,2.9738,0.4321,-4.067,-1.4835,4.2135,-0.4732,0.8551,5.4668,-2.8087,-1.3322,0.703999999999999,-2.9196,-1.4289,-2.3775,-0.789,6.836,-4.6539,-4.1562,-0.1223,-5.6282,-2.3669,-2.8633,-0.298,6.1622,6.605,0.0149000000000001,-2.9122,3.1937,5.5902,2.3586,1.0539,-4.8839,-2.6623,-0.278700000000001,-2.4992,-0.00190000000000001,1.3181,3.3329,-1.9329,5.7444,1.2983,-1.0141,4.1951,-0.5453,-0.8214,-1.8641,0.8856,-6.0253,-0.1483,-6.636,-1.2946,3.4725,1.8356,1.0211,1.9684,0.588,-0.2621,2.5338,0.5722,-4.2657,1.8945,-8.9159,-1.9422,10.309,-0.340299999999999,0.6949,4.3268,5.995,0.2997,-1.0981,4.0592,2.7989,2.2999,-4.5638,-0.9486,-0.8385,-2.889,2.1463
"38",-1.7807,1.3049,1.451,-0.4835,-5.2969,0.4785,5.9236,-1.8574,-0.9937,1.842,2.8377,-4.007,-5.9287,-2.2073,0.8512,0.154199999999999,2.245,-4.0617,-1.5605,-3.4817,2.0193,-0.4398,-3.6177,-1.068,-6.5285,0.7496,1.267,5.5603,0.4548,-3.6261,4.8969,2.8286,-1.9195,0.5034,-0.2227,-2.0791,3.4867,0.0927,-3.5976,-1.7789,3.9932,-0.9519,2.0605,4.2168,-2.8141,-1.0057,1.1689,-2.7977,-0.3682,-3.0213,-0.4913,6.9176,-4.6253,-4.6136,-0.7838,-5.1291,-2.2557,-3.6715,-0.7123,5.9496,6.6559,-0.1425,-2.8811,3.8592,6.3269,3.5096,0.9774,-5.3972,-2.0616,0.9802,-2.6269,0.0806,2.1481,3.7616,-2.5103,6.2105,3.8352,-0.5477,3.6752,-1.545,-0.6726,-2.1243,1.9961,-5.4714,-0.6404,-5.8208,-0.4862,3.5747,1.9296,0.7726,3.1989,0.5251,-1.3818,2.5126,-0.2337,-3.9825,1.8494,-7.8197,-2.2905,9.6294,-0.7438,0.3046,4.5541,6.1874,0.1828,-0.8564,3.8679,2.1781,1.7426,-3.8134,-1.6169,0.1616,-2.5068,2.9788
"39",-1.5574,1.8782,2.5595,0.7445,-5.3376,0.7802,5.383,-2.1624,-2.0843,1.0138,1.9423,-4.6129,-5.6086,-2.3484,0.8078,-0.5491,2.1209,-3.6688,-1.3601,-3.9632,1.2207,-0.08,-4.3476,-1.7183,-6.3028,0.7692,0.4463,6.2501,-0.8783,-4.4707,5.4983,2.491,-1.8038,-0.115000000000000,-0.9034,-2.5133,4.0458,0.0397999999999996,-3.1325,-2.1205,3.5653,-1.2577,2.7949,2.5699,-2.661,-0.9262,1.6984,-2.5008,0.9883,-3.7533,-0.3137,6.7122,-4.0282,-4.9271,-1.3383,-4.7349,-2.1998,-4.6763,-1.2051,5.469,6.5016,-0.2949,-2.6048,4.258,6.7301,4.5388,0.7375,-5.713,-1.3232,2.1962,-2.7354,0.1814,2.9559,3.8647,-2.9304,6.5171,5.748,-0.2922,2.8447,-2.6855,-0.4632,-2.1713,3.17,-4.6599,-0.9236,-4.7498,0.4147,3.4091,1.911,0.7617,4.0181,0.3102,-2.24,2.2282,-0.6093,-3.5906,1.572,-6.3345,-2.5559,8.4769,-0.8637,0.135800000000001,4.5874,6.1942,0.066,-0.7958,3.6476,1.2994,0.9289,-2.9795,-2.0701,1.045,-2.1098,3.7867
"40",-1.3155,2.2674,3.4751,2.0497,-4.9736,1.1147,4.494,-2.2187,-2.7361,0.3507,1.1399,-4.9986,-5.0969,-2.5424,0.6606,-1.18,2.0958,-3.0311,-1.0327,-4.3194,0.5512,0.3137,-4.6111,-2.3938,-5.5955,0.3974,-0.1863,6.8783,-2.1804,-5.4582,5.7932,2.0958,-1.7048,-0.651,-1.2605,-2.8709,4.6266,0.2855,-2.7187,-2.4586,2.9567,-1.3983,3.0038,0.7183,-2.3602,-1.1424,2.2647,-2.0702,2.4688,-4.5261,-0.2387,6.1931,-2.9461,-5.1038,-1.7716,-4.4745,-2.1444,-5.8325,-1.7555,4.8222,6.1209,-0.3575,-2.1539,4.3625,6.7423,5.3072,0.3676,-5.8057,-0.6008,3.2111,-2.827,0.3576,3.6278,3.564,-3.0686,6.6318,6.9522,-0.2909,1.7883,-3.8086,-0.1913,-2.0236,4.2625,-3.7431,-0.9621,-3.6226,1.3547,2.9823,1.8413,0.9724,4.3452,0.005,-2.7191,1.7175,-0.5372,-3.1598,1.095,-4.6018,-2.7011,6.9326,-0.6817,0.127500000000000,4.4938,6.0532,-0.0287000000000001,-0.9444,3.4544,0.2872,-0.1204,-2.1365,-2.2539,1.779,-1.7349,4.5442
"41",-1.054,2.4277,4.116,3.2554,-4.2297,1.5335,3.4132,-2.1095,-2.8854,-0.133700000000000,0.4157,-5.0842,-4.4054,-2.7773,0.4971,-1.6836,2.1244,-2.2282,-0.6334,-4.4745,0.0275000000000000,0.6827,-4.3914,-3.0359,-4.461,-0.3465,-0.5789,7.3229,-3.3428,-6.5267,5.7304,1.6881,-1.6067,-0.9797,-1.2695,-3.1629,5.2265,0.7943,-2.3922,-2.764,2.2144,-1.4034,2.7343,-1.1074,-1.9221,-1.6433,2.8089,-1.5767,3.8732,-5.2818,-0.1957,5.3847,-1.4928,-5.1401,-2.0774,-4.3498,-2.0653,-7.0479,-2.3087,4.1203,5.5078,-0.2522,-1.607,4.1879,6.3686,5.7271,-0.0743999999999998,-5.6418,-0.0547000000000004,3.8949,-2.8978,0.6515,4.0593,2.8445,-2.8479,6.5534,7.4644,-0.5516,0.6207,-4.751,0.1192,-1.6994,5.133,-2.8406,-0.7873,-2.6053,2.2557,2.3157,1.7605,1.3494,4.1741,-0.3155,-2.7493,1.0691,-0.0558999999999998,-2.7765,0.4803,-2.7517,-2.7098,5.0989,-0.2424,0.209000000000000,4.3388,5.7931,-0.1,-1.2752,3.3401,-0.7135,-1.3363,-1.3623,-2.1551,2.3431,-1.4225,5.2221
"42",-0.7862,2.3486,4.4248,4.2058,-3.2251,2.0841,2.3031,-1.9322,-2.5516,-0.4658,-0.2707,-4.8232,-3.5221,-3.0166,0.4019,-2.0314,2.1428,-1.3428,-0.2167,-4.3663,-0.3684,0.9639,-3.7268,-3.5912,-3.0164,-1.3901,-0.7514,7.4515,-4.2973,-7.5972,5.3183,1.3156,-1.4992,-1.0331,-0.9929,-3.4008,5.8466,1.4941,-2.1794,-3.0253,1.3996,-1.3185,2.1022,-2.6917,-1.3592,-2.3567,3.265,-1.0947,5.0177,-5.9632,-0.0933,4.3827,0.2013,-5.0525,-2.2601,-4.3413,-1.97,-8.2066,-2.7939,3.4504,4.6846,0.0656999999999996,-1.0392,3.8,5.6597,5.7545,-0.5142,-5.211,0.1788,4.181,-2.9357,1.0607,4.1713,1.764,-2.2512,6.3152,7.3898,-1.0436,-0.525,-5.3781,0.4191,-1.2072,5.6669,-2.0303,-0.487,-1.7964,3.0257,1.4533,1.6681,1.8131,3.5696,-0.5736,-2.3267,0.3987,0.7459,-2.5123,-0.1848,-0.9037,-2.593,3.1067,0.3535,0.3149,4.1648,5.4347,-0.1596,-1.7251,3.3395,-1.5788,-2.6122,-0.736,-1.8015,2.7181,-1.2081,5.7897
