"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109"
"23",2.5836,0.02,0.2352,-2.9675,-6.0281,4.6561,1.0915,4.9255,-4.2737,-0.6174,1.5161,-3.9407,7.0689,-5.2817,1.7324,-1.8481,-3.377,3.1668,1.7168,0.4353,-1.7614,-3.0185,-0.8935,-3.064,-3.0078,0.143600000000000,4.9233,0.9567,1.6786,1.9284,-1.3188,0.3104,1.4403,-0.6755,-2.4872,-4.2408,1.6438,-0.5219,1.5653,1.2755,-11.0839,-1.9689,4.343,-7.8401,-3.3588,-2.5092,-0.8004,1.5954,0.3479,-3.748,3.0581,3.1973,-2.4793,-6.7069,3.5306,-0.8088,-2.9084,1.6706,7.0824,-6.5865,-0.8553,3.227,0.4674,-0.5114,-0.148800000000000,-3.9584,1.447,-1.0988,-0.1435,-1.5088,2.1146,7.3017,0.0647,0.2906,-1.4174,-1.8689,-1.3607,-1.2068,5.78,1.62,2.183,3.5169,3.6617,2.2668,-3.1893,-9.2648,1.4633,2.7445,-7.413,5.7017,2.1363,-0.4386,-6.1514,-3.733,-1.3293,-10.0982,1.204,-2.0134,0.6613,2.1024,3.8338,1.7587,-1.806,1.00270000000000,0.2382,4.5237,0.9399,1.5575,2.5485
"24",2.8473,-1.6402,0.2636,-2.198,-6.3008,6.3058,0.6426,5.4304,-4.0533,-1.2388,1.7536,-4.1218,8.0641,-5.6294,1.5346,-1.6912,-3.0157,2.707,2.0422,-0.5903,-2.8749,-4.1843,-0.8523,-3.9325,-4.1146,-0.0946000000000002,4.0221,0.524600000000000,0.9614,1.8823,-1.0236,-0.1113,1.2269,-0.1968,-2.1262,-4.0254,1.664,0.00100000000000011,1.5549,1.1814,-8.3082,-1.409,4.0966,-8.6882,-3.4566,-1.0418,-0.0731000000000002,2.1391,1.0515,-3.3878,2.9243,4.0259,-3.6877,-6.5066,2.4625,-0.1634,-3.6623,0.9635,5.5667,-6.3433,-0.3772,2.6542,-0.0617000000000001,-1.0968,0.289800000000000,-4.4636,1.839,0.1376,0.7359,-1.9191,2.7895,5.9384,0.2478,0.6843,-1.3876,-2.3525,-1.048,-2.2666,5.2823,0.3106,2.6099,2.6689,2.4916,1.7733,-3.2901,-10.0047,1.7431,2.7488,-6.7172,6.4431,3.4919,0.3344,-6.3983,-3.8098,-1.5982,-9.6566,1.3578,-3.4344,0.2202,2.1259,2.8573,2.0891,-1.5907,1.0949,0.5692,4.5647,0.3216,1.1201,3.0086
"25",2.8339,-3.2971,0.3806,-1.2253,-6.5808,7.6979,0.164600000000000,5.747,-3.8036,-1.6159,1.9095,-4.2061,8.6495,-5.9716,1.5445,-1.4961,-2.5303,2.2212,2.0863,-1.501,-4.0242,-5.1134,-0.663400000000001,-4.4973,-4.9475,-0.3524,2.7171,0.0338000000000003,0.3432,1.6256,-0.6439,-0.5222,1.2484,0.3531,-1.6061,-3.4793,1.8078,0.4525,1.3939,1.3678,-5.2434,-0.8669,3.7876,-9.0871,-3.5986,0.3118,0.3417,2.5993,1.4792,-2.9369,2.7903,4.7086,-4.6972,-6.0816,1.2311,0.5609,-4.3626,0.1143,3.8863,-6.1181,-0.2199,1.8985,-0.6328,-1.7053,0.612299999999999,-4.7658,2.1078,1.2988,1.4322,-2.2591,3.3155,4.4285,0.459,0.9684,-1.2644,-2.7923,-0.7072,-3.3372,4.7966,-1.0309,2.8927,1.7211,1.3236,1.3968,-3.2711,-10.2117,1.9574,2.6993,-5.9371,6.9658,4.5078,0.9271,-6.3677,-3.894,-1.8967,-8.8268,1.5503,-4.6928,-0.1599,2.368,1.8111,2.1412,-1.2747,1.1598,0.7582,4.4682,-0.3811,0.7991,3.4437
"26",2.5238,-4.7961,0.5853,-0.151100000000000,-6.8093,8.683,-0.213000000000000,5.7944,-3.5358,-1.783,1.9422,-4.2196,8.7855,-6.2981,1.7229,-1.2512,-2.0208,1.7405,1.7787,-2.2208,-5.1059,-5.7326,-0.390000000000001,-4.7236,-5.4706,-0.6058,1.0597,-0.4777,-0.09,1.2032,-0.2042,-0.8756,1.5496,0.9209,-0.992899999999999,-2.6082,2.0972,0.7473,1.0898,1.8223,-2.1074,-0.3902,3.4647,-8.9682,-3.7649,1.4008,0.4519,2.9087,1.5976,-2.4482,2.6656,5.1999,-5.3909,-5.4572,-0.0170000000000003,1.2734,-4.9399,-0.7366,2.1144,-5.992,-0.3824,1.0612,-1.229,-2.2921,0.822799999999999,-4.8647,2.2266,2.2836,1.9012,-2.4999,3.6429,2.8905,0.6865,1.133,-1.0337,-3.1841,-0.3711,-4.3131,4.3569,-2.3564,3.0083,0.709,0.2215,1.1955,-3.1436,-9.8948,2.0614,2.5952,-5.116,7.294,5.1009,1.2907,-6.0884,-3.9827,-2.2171,-7.6746,1.7472,-5.6953,-0.4629,2.7701,0.8165,1.8894,-0.8813,1.1898,0.7629,4.2824,-1.0422,0.6239,3.8048
"27",1.9435,-5.9895,0.8529,0.9294,-6.8922,9.1521,-0.364100000000001,5.5462,-3.2656,-1.7893,1.8386,-4.175,8.4635,-6.5488,1.9869,-0.947,-1.5902,1.2975,1.1196,-2.723,-5.9903,-6.0046,-0.1044,-4.6229,-5.6811,-0.8244,-0.8458,-0.9593,-0.2899,0.6843,0.252600000000000,-1.1277,2.1315,1.4566,-0.369499999999999,-1.4517,2.5524,0.8271,0.674,2.4903,0.8914,-0.00889999999999969,3.1616,-8.3365,-3.9074,2.1041,0.3111,3.018,1.4153,-1.965,2.5329,5.4581,-5.681,-4.6719,-1.1438,1.8742,-5.3273,-1.4655,0.3403,-5.9972,-0.8143,0.260800000000000,-1.8048,-2.8207,0.930399999999999,-4.7707,2.1977,3.0033,2.1339,-2.6252,3.7161,1.4646,0.9085,1.1949,-0.6915,-3.5097,-0.0745,-5.1014,3.9927,-3.6157,2.9602,-0.329500000000000,-0.7717,1.1871,-2.9282,-9.1192,2.0135,2.4559,-4.2985,7.4691,5.233,1.3849,-5.6149,-4.0644,-2.5543,-6.313,1.9253,-6.3933,-0.6931,3.2486,-0.00550000000000006,1.3441,-0.446,1.1801,0.5709,4.0457,-1.5578,0.5911,4.0631
"28",1.1622,-6.7544,1.1462,1.9292,-6.738,9.0584,-0.2046,5.032,-3.0075,-1.6752,1.6153,-4.0878,7.6973,-6.6302,2.2418,-0.5776,-1.3155,0.9298,0.1846,-3.033,-6.5571,-5.9237,0.129300000000001,-4.2457,-5.6014,-0.9687,-2.8549,-1.36,-0.2435,0.1403,0.6731,-1.2366,2.9523,1.9255,0.1753,-0.0903999999999998,3.1894,0.6826,0.1808,3.2768,3.5704,0.271200000000000,2.8882,-7.2665,-3.9658,2.3549,0.0112999999999999,2.9033,0.9755,-1.5069,2.348,5.4464,-5.5238,-3.7794,-2.0476,2.2871,-5.482,-1.9787,-1.326,-6.1154,-1.4254,-0.392700000000000,-2.2932,-3.2536,0.9472,-4.5045,2.0527,3.3912,2.1713,-2.6346,3.5003,0.2903,1.0941,1.1876,-0.261,-3.7439,0.161,-5.6447,3.7318,-4.7467,2.7666,-1.35,-1.6288,1.3433,-2.6531,-7.9934,1.7879,2.3108,-3.5253,7.541,4.9114,1.1893,-5.0121,-4.1083,-2.9046,-4.8841,2.0726,-6.7779,-0.8625,3.7147,-0.5615,0.5482,-0.0102000000000000,1.1382,0.1987,3.7804,-1.8639,0.6685,4.2061
"29",0.2743,-7.0141,1.4265,2.7719,-6.2914,8.4194,0.295600000000000,4.325,-2.7642,-1.461,1.3082,-3.9747,6.5262,-6.4593,2.4118,-0.147699999999999,-1.2207,0.6686,-0.8964,-3.2123,-6.7241,-5.505,0.262100000000000,-3.6691,-5.2718,-0.9946,-4.8053,-1.6434,0.0369999999999999,-0.3763,1.0005,-1.165,3.9382,2.3161,0.5578,1.3613,3.9973,0.355399999999999,-0.3716,4.0559,5.7853,0.4651,2.6311,-5.8796,-3.8928,2.1493,-0.3337,2.5687,0.3415,-1.0733,2.055,5.1449,-4.9269,-2.8482,-2.6711,2.4847,-5.3984,-2.2139,-2.7632,-6.2935,-2.106,-0.823,-2.6201,-3.5554,0.8859,-4.0945,1.8376,3.4163,2.0983,-2.5458,3.0074,-0.5271,1.2118,1.1467,0.205200000000000,-3.8683,0.3322,-5.9268,3.5989,-5.673,2.4507,-2.2969,-2.33,1.5934,-2.3548,-6.6416,1.3793,2.1871,-2.8321,7.5645,4.1828,0.7117,-4.3359,-4.0646,-3.2649,-3.5304,2.1831,-6.8713,-0.9798,4.0911,-0.8039,-0.4281,0.3837,1.084,-0.3138,3.4972,-1.9376,0.8079,4.2306
"30",-0.6234,-6.7463,1.6566,3.3963,-5.5496,7.3004,1.1137,3.5176,-2.5249,-1.1503,0.9523,-3.8403,5.0514,-6.0068,2.4553,0.3243,-1.273,0.5172,-1.9738,-3.3335,-6.4656,-4.7841,0.259499999999999,-2.9783,-4.743,-0.8668,-6.5443,-1.7961,0.5143,-0.8399,1.1776,-0.8862,4.9914,2.6397,0.7148,2.7708,4.9209,-0.0842999999999998,-0.9811,4.6994,7.4427,0.5975,2.3667,-4.3154,-3.6712,1.5355,-0.616,2.0455,-0.4174,-0.6607,1.6096,4.5618,-3.9421,-1.9566,-2.9964,2.4896,-5.1001,-2.1392,-3.8606,-6.4637,-2.7522,-1.0004,-2.7257,-3.7044,0.7575,-3.5809,1.6006,3.0901,2.0195,-2.3938,2.3047,-0.939,1.2367,1.0966,0.6358,-3.8819,0.448300000000001,-5.9669,3.6059,-6.3126,2.0369,-3.1013,-2.8678,1.8353,-2.0758,-5.1724,0.8017,2.0937,-2.2517,7.5938,3.1286,-0.00310000000000032,-3.6208,-3.8833,-3.6302,-2.3753,2.2524,-6.7175,-1.0483,4.322,-0.739,-1.4966,0.6987,1.0349,-0.9131,3.2085,-1.7878,0.9621,4.138
"31",-1.4508,-5.9742,1.8076,3.7589,-4.5605,5.8002,2.1819,2.6905,-2.2801,-0.7415,0.5715,-3.6669,3.4674,-5.3088,2.3641,0.8036,-1.4038,0.4469,-2.9134,-3.4587,-5.8125,-3.8223,0.101699999999999,-2.2564,-4.0675,-0.5711,-7.9444,-1.8322,1.1268,-1.2531,1.1543,-0.394600000000001,5.9984,2.9187,0.6136,4.0069,5.8577,-0.5707,-1.6458,5.1131,8.5084,0.6915,2.0775,-2.7086,-3.3157,0.5883,-0.7593,1.3874,-1.236,-0.2774,0.9983,3.7273,-2.6573,-1.1884,-3.0365,2.3526,-4.625,-1.7569,-4.5412,-6.5586,-3.2907,-0.944,-2.5832,-3.7069,0.5751,-3.0166,1.389,2.4751,2.027,-2.2303,1.4964,-0.9564,1.1607,1.0453,0.9603,-3.8039,0.5203,-5.807,3.7442,-6.5906,1.5479,-3.6916,-3.2575,1.9604,-1.8544,-3.6614,0.0839,2.0154,-1.8199,7.6743,1.8636,-0.8727,-2.8905,-3.5331,-3.985,-1.5055,2.2761,-6.3662,-1.0652,4.3783,-0.418600000000001,-2.5681,0.9104,0.987,-1.5441,2.938,-1.4444,1.1022,3.9325
"32",-2.1561,-4.7508,1.8661,3.8387,-3.4124,4.0463,3.399,1.899,-2.036,-0.237800000000000,0.1838,-3.4215,2.0454,-4.4519,2.1475,1.2535,-1.5469,0.4153,-3.6291,-3.6293,-4.8415,-2.7068,-0.2127,-1.5829,-3.2901,-0.1221,-8.9115,-1.7882,1.7907,-1.6391,0.9011,0.2881,6.8435,3.1684,0.253699999999999,4.9557,6.68,-1.0603,-2.3439,5.2604,9.0095,0.7649,1.7631,-1.1668,-2.8702,-0.5998,-0.728,0.6635,-2.0579,0.0572999999999999,0.2427,2.6795,-1.1849,-0.6185,-2.8287,2.1322,-4.0128,-1.1117,-4.7686,-6.5263,-3.6899,-0.7148,-2.2131,-3.596,0.3617,-2.4631,1.2515,1.6782,2.1764,-2.1163,0.691,-0.6389,0.9919,0.9863,1.1216,-3.67,0.5551,-5.505,3.9824,-6.4562,1.0074,-4.0104,-3.5437,1.8862,-1.714,-2.1578,-0.7286,1.9223,-1.5777,7.8306,0.5276,-1.7805,-2.176,-3.0096,-4.2981,-0.9565,2.2515,-5.8586,-1.0234,4.2592,0.0765000000000002,-3.566,1.0121,0.9053,-2.1584,2.7237,-0.9468,1.2291,3.6211
"33",-2.7208,-3.1538,1.8388,3.6391,-2.2195,2.1886,4.6457,1.1743,-1.8222,0.345,-0.1886,-3.083,1.0576,-3.5394,1.8263,1.6566,-1.6651,0.3871,-4.1036,-3.8658,-3.6609,-1.542,-0.669599999999999,-1.0308,-2.445,0.4396,-9.3893,-1.7126,2.4102,-2.0344,0.4187,1.1125,7.4275,3.3764,-0.3396,5.5333,7.2688,-1.5203,-3.0306,5.1626,9.0192,0.8301,1.4341,0.2401,-2.3983,-1.9158,-0.5234,-0.0476000000000001,-2.84,0.324,-0.6046,1.4628,0.3533,-0.3034,-2.4317,1.8814,-3.3019,-0.2841,-4.5446,-6.3442,-3.9514,-0.3981,-1.6858,-3.4182,0.156300000000000,-1.9793,1.2269,0.8299,2.4755,-2.1105,-0.0290999999999997,-0.0787999999999998,0.7522,0.9056,1.07940000000000,-3.524,0.5557,-5.1272,4.2717,-5.8972,0.4418,-4.0317,-3.7906,1.5901,-1.6572,-0.7011,-1.5715,1.7902,-1.5587,8.0591,-0.7381,-2.5893,-1.521,-2.3341,-4.5249,-0.7045,2.1764,-5.2226,-0.9164,3.9873,0.6515,-4.4283,1.0117,0.7343,-2.7181,2.6088,-0.3393,1.3718,3.2072
"34",-3.153,-1.2868,1.7492,3.1902,-1.0992,0.3869,5.8025,0.5357,-1.6815,0.9712,-0.5249,-2.664,0.697,-2.658,1.4274,2.0261,-1.7506,0.3382,-4.3832,-4.1691,-2.3933,-0.4358,-1.2393,-0.6557,-1.5585,1.0557,-9.3629,-1.6534,2.888,-2.4771,-0.2647,2.0083,7.6791,3.4996,-1.1246,5.6884,7.5403,-1.9116,-3.6511,4.8798,8.6406,0.8963,1.0956,1.4729,-1.9744,-3.2233,-0.1736,-0.6625,-3.5525,0.511,-1.473,0.136300000000000,1.8408,-0.2774,-1.9183,1.6409,-2.5306,0.6392,-3.9,-6.0249,-4.0933,-0.0826,-1.1069,-3.2154,0.0114000000000001,-1.6121,1.3234,0.0571999999999999,2.8848,-2.2527,-0.6297,0.6155,0.4706,0.7943,0.813600000000001,-3.4055,0.5237,-4.7373,4.5595,-4.9529,-0.119400000000000,-3.7682,-4.0582,1.111,-1.6715,0.6638,-2.3654,1.6142,-1.7761,8.3208,-1.8224,-3.1684,-0.9749,-1.5489,-4.6171,-0.6778,2.0487,-4.4886,-0.7457,3.5997,1.2124,-5.105,0.9249,0.420499999999999,-3.1909,2.6246,0.3374,1.5737,2.6877
"35",-3.4744,0.7313,1.6244,2.537,-0.147699999999999,-1.2111,6.7632,-0.00260000000000016,-1.6611,1.576,-0.8099,-2.2168,1.0373,-1.8611,0.9863,2.39,-1.8129,0.2465,-4.5382,-4.5263,-1.1597,0.5105,-1.8793,-0.48,-0.659,1.656,-8.8621,-1.6491,3.143,-2.9899,-1.1059,2.8909,7.5575,3.4857,-2.0503,5.3992,7.4666,-2.1791,-4.1539,4.4891,8.0008,0.9659,0.7355,2.503,-1.6701,-4.3721,0.2779,-1.1003,-4.1694,0.6129,-2.2887,-1.2192,3.1715,-0.5554,-1.3684,1.4353,-1.736,1.593,-2.8929,-5.604,-4.1272,0.1593,-0.5821,-3.0122,-0.02,-1.3923,1.5063,-0.535399999999999,3.3322,-2.5537,-1.1264,1.3356,0.186500000000001,0.6559,0.331099999999999,-3.3426,0.4632,-4.3861,4.7996,-3.7164,-0.6479,-3.2754,-4.377,0.5247,-1.7382,1.8869,-3.0293,1.4077,-2.2181,8.5447,-2.6594,-3.4197,-0.5775,-0.7092,-4.5392,-0.7829,1.8642,-3.7011,-0.5227,3.1382,1.6811,-5.5541,0.7741,-0.0622000000000007,-3.5433,2.7693,1.0462,1.8684,2.0552
"36",-3.7066,2.7758,1.4836,1.7287,0.5787,-2.4869,7.4449,-0.4333,-1.807,2.067,-1.0344,-1.8116,2.0398,-1.1724,0.55,2.7612,-1.8634,0.0949,-4.6193,-4.9197,-0.0571999999999999,1.2092,-2.5371,-0.486,0.215100000000000,2.1714,-7.9568,-1.7256,3.1297,-3.5627,-2.057,3.6734,7.0443,3.3062,-3.0625,4.6756,7.0776,-2.2595,-4.4935,4.0661,7.2462,1.0264,0.3349,3.296,-1.5389,-5.2129,0.7853,-1.2991,-4.6562,0.6273,-2.9902,-2.5062,4.2476,-1.1301,-0.8601,1.2746,-0.9486,2.543,-1.6149,-5.1234,-4.0473,0.2801,-0.181000000000000,-2.8128,0.0968999999999998,-1.3329,1.7094,-0.8809,3.733,-2.9932,-1.565,1.9868,-0.0536000000000003,0.508,-0.330699999999998,-3.3494,0.3809,-4.1086,4.9518,-2.3179,-1.1132,-2.6446,-4.7375,-0.0934,-1.8482,2.9138,-3.5004,1.1839,-2.8512,8.6451,-3.221,-3.3045,-0.348,0.1273,-4.2818,-0.9295,1.6107,-2.9204,-0.2626,2.6386,1.9996,-5.7489,0.5898,-0.6983,-3.7422,3.001,1.7551,2.258,1.3113
"37",-3.865,4.728,1.3274,0.8101,1.0705,-3.3643,7.7968,-0.7527,-2.1673,2.3409,-1.1881,-1.4939,3.5751,-0.6065,0.1772,3.1211,-1.9112,-0.112,-4.6404,-5.3337,0.8483,1.5916,-3.1583,-0.6198,1.0119,2.5498,-6.752,-1.8928,2.8526,-4.1489,-3.0683,4.289,6.1348,2.9838,-4.1063,3.5668,6.4526,-2.1016,-4.6299,3.6798,6.5244,1.0475,-0.100600000000000,3.8155,-1.5984,-5.6156,1.3101,-1.2378,-4.9735,0.5557,-3.5367,-3.6239,4.9766,-1.9637,-0.4589,1.162,-0.197200000000000,3.4645,-0.1974,-4.6192,-3.8316,0.2549,0.0801000000000007,-2.6066,0.3665,-1.4311,1.8669,-0.9522,4.0045,-3.5236,-1.9908,2.4918,-0.204800000000001,0.3736,-1.1149,-3.4283,0.2828,-3.9273,4.9779,-0.8952,-1.4852,-1.9814,-5.1032,-0.6898,-2.0085,3.6865,-3.7481,0.9446,-3.6285,8.5508,-3.4953,-2.8468,-0.2793,0.9104,-3.8671,-1.0425,1.2739,-2.2078,0.0237,2.1325,2.1307,-5.6822,0.4163,-1.4424,-3.7646,3.2482,2.4321,2.7081,0.479200000000001
"38",-3.963,6.4747,1.135,-0.1731,1.3574,-3.8115,7.7997,-0.9576,-2.7789,2.3124,-1.2576,-1.2533,5.4472,-0.1815,-0.073,3.4265,-1.9602,-0.3352,-4.5967,-5.7486,1.52,1.6141,-3.6921,-0.8011,1.6729,2.769,-5.3742,-2.1441,2.3618,-4.6754,-4.085,4.708,4.8387,2.5962,-5.1199,2.1636,5.6969,-1.6862,-4.533,3.3896,5.957,0.9941,-0.5206,4.0339,-1.8211,-5.4941,1.8227,-0.943,-5.0938,0.4098,-3.9083,-4.4875,5.2806,-2.9894,-0.2042,1.1003,0.483,4.3232,1.1955,-4.1149,-3.4645,0.0762999999999998,0.229699999999999,-2.3783,0.7591,-1.6704,1.9387,-0.7593,4.0778,-4.0708,-2.4205,2.7943,-0.234400000000000,0.275799999999999,-1.9654,-3.5715,0.1793,-3.8542,4.8468,0.4365,-1.7467,-1.3795,-5.4336,-1.2364,-2.239,4.1487,-3.7771,0.679,-4.4981,8.2274,-3.4735,-2.119,-0.341,1.6004,-3.3411,-1.0629,0.8488,-1.6159,0.3319,1.6516,2.0569,-5.3646,0.3098,-2.2328,-3.6071,3.4283,3.0425,3.1596,-0.3956
"39",-4.0217,7.9046,0.8702,-1.1695,1.4901,-3.8386,7.4604,-1.0412,-3.6332,1.9358,-1.2314,-1.0304,7.4137,0.0882,-0.1623,3.6285,-2.0147,-0.5219,-4.4898,-6.1299,1.9374,1.2645,-4.0896,-0.9373,2.145,2.8389,-3.9532,-2.4641,1.7379,-5.068,-5.0378,4.9386,3.1856,2.2528,-6.0285,0.586600000000001,4.9163,-1.0373,-4.1926,3.2362,5.6162,0.8455,-0.84,3.9478,-2.1384,-4.8249,2.301,-0.483499999999999,-5.0167,0.2125,-4.0958,-5.0468,5.1177,-4.1253,-0.1002,1.0951,1.0428,5.0671,2.394,-3.6194,-2.9626,-0.2408,0.3175,-2.1173,1.2221,-2.0291,1.9197,-0.3392,3.9089,-4.5415,-2.8298,2.8617,-0.1244,0.2333,-2.8296,-3.7626,0.0943,-3.8829,4.5451,1.5985,-1.9062,-0.908,-5.7074,-1.7238,-2.5593,4.2579,-3.6157,0.3805,-5.4095,7.6789,-3.1549,-1.2197,-0.487,2.1689,-2.7579,-0.9522,0.348000000000001,-1.1822,0.6606,1.2348,1.7788,-4.8151,0.3252,-3.0081,-3.2878,3.4657,3.5503,3.5474,-1.25510000000000
"40",-4.078,8.9087,0.507099999999999,-2.1152,1.5209,-3.4941,6.8017,-1.0004,-4.6411,1.2099,-1.1071,-0.7595,9.2199,0.202200000000000,-0.0879,3.6864,-2.0857,-0.6444,-4.336,-6.4205,2.092,0.5701,-4.304,-0.9376,2.3937,2.7942,-2.6029,-2.8391,1.0717,-5.2766,-5.8433,5.0103,1.2299,2.0558,-6.7466,-1.0321,4.1991,-0.213700000000000,-3.6215,3.2276,5.5213,0.6063,-0.98,3.5816,-2.45,-3.6499,2.7269,0.0477000000000007,-4.7765,-0.0061,-4.0918,-5.2923,4.4976,-5.296,-0.1223,1.1501,1.4265,5.6324,3.2602,-3.1269,-2.3818,-0.6608,0.3946,-1.821,1.6976,-2.4859,1.8321,0.2523,3.4875,-4.8403,-3.1666,2.6867,0.1309,0.262300000000000,-3.648,-3.982,0.0698,-3.9809,4.0858,2.5451,-1.9966,-0.6122,-5.9228,-2.1495,-2.9728,4.0027,-3.3021,0.0619999999999998,-6.3132,6.9315,-2.5623,-0.2524,-0.6647,2.5983,-2.1679,-0.6953,-0.204599999999999,-0.9293,1.005,0.9257,1.3073,-4.0525,0.491499999999998,-3.7172,-2.8406,3.3036,3.9202,3.8178,-2.0425
"41",-4.1896,9.3906,0.0686999999999998,-2.9246,1.4904,-2.8584,5.8569,-0.8471,-5.6389,0.176900000000001,-0.9049,-0.4039,10.64,0.178,0.1214,3.5723,-2.1932,-0.7281,-4.1635,-6.555,1.9874,-0.3982,-4.3055,-0.7332,2.4131,2.6739,-1.4154,-3.2599,0.4488,-5.2872,-6.4145,4.9597,-0.9553,2.0677,-7.1945,-2.5611,3.6044,0.7018,-2.8614,3.3347,5.6484,0.3052,-0.9097,2.9856,-2.6381,-2.0654,3.085,0.552,-4.4304,-0.2193,-3.8886,-5.2454,3.4898,-6.4433,-0.2344,1.256,1.5919,5.9536,3.7121,-2.6271,-1.7986,-1.1271,0.503499999999999,-1.4975,2.1379,-3.017,1.711,0.9465,2.8437,-4.8969,-3.3744,2.2795,0.5264,0.380800000000001,-4.3516,-4.2114,0.1536,-4.091,3.5065,3.2492,-2.0581,-0.5203,-6.0805,-2.5135,-3.4538,3.4152,-2.8791,-0.2423,-7.1618,6.0119,-1.7525,0.6924,-0.8241,2.8788,-1.616,-0.3049,-0.7827,-0.8632,1.3558,0.7613,0.6566,-3.0945,0.791600000000001,-4.3257,-2.3073,2.9175,4.1207,3.9401,-2.7108
"42",-4.4242,9.2925,-0.3548,-3.4946,1.4245,-2.0284,4.6705,-0.6143,-6.4362,-1.0778,-0.6785,0.0344,11.5117,0.0453999999999999,0.4128,3.2708,-2.3526,-0.8414,-3.999,-6.484,1.643,-1.5322,-4.1043,-0.2985,2.2306,2.5044,-0.4647,-3.7168,-0.0598000000000001,-5.1134,-6.6824,4.8256,-3.2843,2.2964,-7.3148,-3.8781,3.1634,1.6134,-1.9822,3.5023,5.9402,-0.0180000000000002,-0.6611,2.2371,-2.5868,-0.2055,3.3576,0.9414,-4.0406,-0.4153,-3.4843,-4.9363,2.2117,-7.5194,-0.403,1.3875,1.5311,5.9759,3.728,-2.1191,-1.2829,-1.5656,0.670299999999999,-1.1656,2.5062,-3.5812,1.5905,1.6691,2.0417,-4.6841,-3.4111,1.6648,1.048,0.606,-4.8692,-4.4318,0.3751,-4.1452,2.8611,3.6967,-2.1216,-0.6426,-6.1656,-2.814,-3.9493,2.5713,-2.396,-0.491,-7.9111,4.9404,-0.8123,1.5522,-0.9244,3.0055,-1.1421,0.1802,-1.3576,-0.9682,1.6986,0.757,-0.1574,-1.9669,1.162,-4.817,-1.7324,2.3234,4.1311,3.9111,-3.2314
"43",-4.832,8.6272,-0.6369,-3.7241,1.3398,-1.0954,3.3052,-0.3548,-6.8745,-2.44,-0.5164,0.5264,11.7509,-0.145000000000000,0.7234,2.7863,-2.5516,-1.0588,-3.8539,-6.1898,1.0969,-2.7046,-3.7541,0.3379,1.9052,2.2941,0.1901,-4.1932,-0.4061,-4.7789,-6.6165,4.6467,-5.659,2.694,-7.0766,-4.8837,2.8859,2.4181,-1.0797,3.6706,6.3209,-0.3239,-0.3172,1.438,-2.2103,1.7786,3.5296,1.1535,-3.6563,-0.5993,-2.889,-4.3951,0.8049,-8.4645,-0.6032,1.5085,1.2775,5.6645,3.3337,-1.6202,-0.877,-1.8916,0.8945,-0.854,2.7756,-4.1084,1.4959,2.3494,1.1688,-4.2175,-3.2594,0.885,1.6725,0.9438,-5.1464,-4.6186,0.7247,-4.0891,2.2081,3.8878,-2.1995,-0.9717,-6.1476,-3.0409,-4.3916,1.5837,-1.905,-0.6525,-8.5247,3.7324,0.161,2.2949,-0.9412,2.9821,-0.7765,0.7006,-1.8929,-1.2029,2.0162,0.9018,-1.1132,-0.7179,1.5129,-5.1833,-1.1584,1.5749,3.9523,3.7564,-3.595
"44",-5.4088,7.4875,-0.672300000000001,-3.543,1.2477,-0.1259,1.8498,-0.1231,-6.8629,-3.7981,-0.5095,1.0303,11.3482,-0.3132,0.9968,2.1542,-2.7401,-1.4243,-3.7156,-5.6895,0.4015,-3.7897,-3.3377,1.0902,1.5202,2.0384,0.513,-4.6616,-0.5716,-4.3046,-6.2355,4.4522,-7.9649,3.1747,-6.4693,-5.5147,2.7693,3.0196,-0.2633,3.7917,6.7155,-0.582,0.0135000000000001,0.7049,-1.476,3.74,3.5916,1.1626,-3.3037,-0.7818,-2.1231,-3.6554,-0.594,-9.1905,-0.8164,1.5861,0.8979,5.0179,2.59,-1.1664,-0.598599999999999,-2.0276,1.1456,-0.6006,2.9288,-4.5095,1.4406,2.9284,0.3268,-3.545,-2.9325,0.00429999999999997,2.3635,1.3802,-5.1567,-4.7454,1.1464,-3.8998,1.6044,3.8403,-2.291,-1.4805,-5.9939,-3.1706,-4.712,0.5865,-1.4488,-0.7185,-8.9669,2.4096,1.0806,2.9058,-0.8673,2.8226,-0.5344,1.1926,-2.344,-1.5059,2.2881,1.1626,-2.1784,0.5732,1.7573,-5.4163,-0.6219,0.7492,3.6095,3.5181,-3.8089
